(A1) CITY;(A2) PROVINCE;(B3) GENDER;(B4) AGE;(B5) RELIGION;(B6) ETHNIC;(B7) EDUCATION LEVEL;(B8) LIVED IN URBAN AREA (YEARS);(B9) OCCUPATION;(B10) SOCIAL CLAS;(B11) HOUSEHOLD MEMBER;(C12) HOUSEHOLD INCOME (MONTHLY IN MILLION IDR);(C13) TIME OF INCOME RECEIPT;(C14) HOUSEHOLD EXPENDITURE (MONTHLY IN MILLION IDR);(C15) % MONTHLY EXPENDITURE FOR FOOD;(D16) HEALTH FACTOR;(D17) PRICE FACTOR);(E18) RELIGIOUS VALUE IN TYPE OF FOOD;(E19) RELIGIOUS VALUE IN EATING PLACES;(E20) RELIGIOUS VALUE IN CONSUMPTION PATTERN;(E21) CUSTOM VALUE IN TYPE OF FOOD;(E22) CUSTOM VALUE IN EATING PLACES;(E23) CUSTOM VALUE IN CONSUMPTION PATTERN;(24) PRACTICE OF FOOD CONSUMPTION BASED ON RELIGIOUS RULES;(25) PRACTICE OF FOOD CONSUMPTION BASED ON CUSTOM RULES;(E26) BUYING FOOD PRODUCT IN THE RIGHT PLACE BASED ON RELIGIOUS RULES;(E27 TYPE OF DISHES VARIATION BASED ON RELIGIOUS RULES;(E28) PRACTICE OF CONSUMING TRADITIONAL FOOD;
Surabaya;East Java;Female;35;Catholic;Bugis;Diploma;35;Police Officer?/Army;Lower Class;6;2:03;Daily;2:00;61;Strongly Agree;Neither agree nor disagree;Agree;Strongly Agree;Agree;Agree;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Strongly Agree;Neither agree nor disagree;Strongly Agree;Strongly Agree;
Surabaya;East Java;Female;30;Islam;Java;Bachelor degree;30;Police Officer?/Army;Middle Class;7;4:09;Weekly;4:06;58;Strongly Agree;Disagree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Strongly Agree;Neither agree nor disagree;Strongly Agree;Strongly Agree;
Surabaya;East Java;Female;61;Islam;Sunda;Bachelor degree;30;Private Employees;Middle Class;6;5:09;Weekly;5:06;34;Strongly Agree;Disagree;Disagree;Strongly Agree;Disagree;Disagree;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Strongly Agree;Disagree;Strongly Agree;Strongly Agree;
Surabaya;East Java;Female;30;Islam;Java;Master and doctoral degree;30;Private Employees;Upper Class;6;11:04;Monthly;11:01;26;Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Agree;Neither agree nor disagree;Agree;Agree;
Surabaya;East Java;Female;45;Hindu;Bali;Master and doctoral degree;15;Government Employees;Lower Class;6;3:00;Daily;2:06;57;Neither agree nor disagree;Neither agree nor disagree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;
Surabaya;East Java;Female;27;Protestant;Java;Bachelor degree;27;Police Officer?/Army;Upper Class;6;15:07;Monthly;15:03;24;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Strongly Agree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;
Surabaya;East Java;Female;26;Catholic;Minang;Bachelor degree;26;Private Employees;Upper Class;6;13:02;Monthly;12:08;27;Agree;Agree;Neither agree nor disagree;Agree;Neither agree nor disagree;Neither agree nor disagree;Agree;Agree;Agree;Agree;Neither agree nor disagree;Agree;Agree;
Surabaya;East Java;Male;52;Catholic;Bugis;Senior High School;22;Private Employees;Middle Class;5;3:04;Weekly;3:00;67;Disagree;Disagree;Agree;Neither agree nor disagree;Agree;Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Disagree;Agree;Disagree;Disagree;
Surabaya;East Java;Male;59;Islam;Java;Junior High School;29;Private Employees;Middle Class;6;6:08;Weekly;6:04;36;Agree;Agree;Strongly Agree;Disagree;Strongly Agree;Neither agree nor disagree;Disagree;Disagree;Disagree;Agree;Neither agree nor disagree;Agree;Agree;
Surabaya;East Java;Male;34;Islam;Java;Senior High School;34;Enterpreneur;Middle Class;5;4:08;Weekly;4:04;42;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Strongly Agree;Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Agree;Neither agree nor disagree;Neither agree nor disagree;
Surabaya;East Java;Male;35;Islam;Madura;Senior High School;35;Enterpreneur;Lower Class;5;2:09;Daily;2:05;73;Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;
Surabaya;East Java;Female;60;Islam;Madura;Junior High School;20;Enterpreneur;Lower Class;6;3:05;Daily;3:01;41;Strongly Agree;Strongly Agree;Agree;Agree;Agree;Strongly Agree;Agree;Agree;Agree;Strongly Agree;Neither agree nor disagree;Strongly Agree;Strongly Agree;
Surabaya;East Java;Male;50;Islam;Java;Senior High School;34;Enterpreneur;Middle Class;5;5:07;Weekly;5:03;33;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;
Surabaya;East Java;Male;40;Protestant;Batak;Master and doctoral degree;40;Government Employees;Upper Class;6;11:03;Monthly;10:09;19;Neither agree nor disagree;Neither agree nor disagree;Agree;Neither agree nor disagree;Agree;Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;
Surabaya;East Java;Male;30;Protestant;Batak;Bachelor degree;30;Government Employees;Lower Class;6;2:07;Daily;2:03;69;Neither agree nor disagree;Agree;Strongly Agree;Agree;Strongly Agree;Agree;Agree;Agree;Agree;Agree;Neither agree nor disagree;Agree;Agree;
Surabaya;East Java;Female;61;Catholic;Bugis;Bachelor degree;11;Government Employees;Lower Class;6;10:01;Daily;9:07;23;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Strongly Agree;Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;
Surabaya;East Java;Female;32;Catholic;Bugis;Bachelor degree;32;Government Employees;Middle Class;6;12:05;Weekly;12:01;25;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Strongly Agree;Agree;Agree;Agree;Agree;Strongly Agree;Neither agree nor disagree;Strongly Agree;Strongly Agree;
Surabaya;East Java;Female;43;Islam;Java;Diploma;23;Government Employees;Middle Class;6;3:02;Weekly;2:08;58;Agree;Agree;Agree;Neither agree nor disagree;Agree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Agree;Neither agree nor disagree;Agree;Agree;
Surabaya;East Java;Female;29;Islam;Java;Bachelor degree;29;Private Employees;Upper Class;7;6:02;Monthly;5:08;44;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;
Surabaya;East Java;Female;36;Islam;Madura;Master and doctoral degree;22;Private Employees;Lower Class;6;6:04;Daily;6:00;35;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;
Surabaya;East Java;Male;40;Islam;Madura;Master and doctoral degree;30;Private Employees;Lower Class;6;3:07;Daily;3:03;59;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;
Surabaya;East Java;Male;55;Islam;Sunda;Junior High School;21;Private Employees;Middle Class;6;5:09;Weekly;5:05;65;Neither agree nor disagree;Neither agree nor disagree;Agree;Strongly Agree;Agree;Agree;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;
Surabaya;East Java;Female;33;Islam;Minang;Diploma;33;Enterpreneur;Middle Class;6;6:07;Weekly;6:03;41;Disagree;Disagree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Disagree;Neither agree nor disagree;Disagree;Disagree;
Surabaya;East Java;Female;34;Islam;Madura;Diploma;34;Enterpreneur;Upper Class;6;10:09;Monthly;10:05;26;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;
Surabaya;East Java;Male;28;Islam;Madura;Senior High School;28;Enterpreneur;Upper Class;5;3:09;Monthly;3:05;76;Strongly Agree;Strongly Agree;Strongly Agree;Neither agree nor disagree;Strongly Agree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Strongly Agree;Strongly Agree;
Surabaya;East Java;Female;30;Catholic;Batak;Diploma;30;Enterpreneur;Upper Class;6;9:08;Monthly;9:04;22;Agree;Agree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Agree;Agree;Neither agree nor disagree;Agree;Agree;
Surabaya;East Java;Male;29;Islam;Madura;Senior High School;29;Enterpreneur;Middle Class;5;9:06;Weekly;9:05;18;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;
Surabaya;East Java;Female;25;Islam;Sunda;Senior High School;25;Enterpreneur;Lower Class;5;3:06;Daily;3:05;57;Disagree;Disagree;Strongly Agree;Agree;Agree;Agree;Neither agree nor disagree;Neither agree nor disagree;Agree;Disagree;Agree;Disagree;Disagree;
Surabaya;East Java;Female;36;Islam;Madura;Diploma;16;Government Employees;Middle Class;6;5:07;Weekly;5:06;43;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;
Surabaya;East Java;Female;52;Islam;Madura;Diploma;35;Government Employees;Middle Class;6;6:04;Weekly;6:03;38;Agree;Agree;Strongly Agree;Agree;Agree;Agree;Neither agree nor disagree;Neither agree nor disagree;Agree;Agree;Agree;Agree;Agree;
Surabaya;East Java;Female;59;Islam;Java;Bachelor degree;31;Government Employees;Lower Class;7;3:04;Daily;3:03;61;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;
Surabaya;East Java;Female;54;Islam;Minang;Senior High School;28;Government Employees;Lower Class;5;2:09;Daily;2:08;58;Strongly Disagree;Agree;Strongly Agree;Neither agree nor disagree;Disagree;Disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Agree;Disagree;Agree;Agree;
Surabaya;East Java;Female;47;Catholic;Java;Diploma;17;Government Employees;Middle Class;6;5:06;Weekly;5:05;34;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Agree;Neither agree nor disagree;Neither agree nor disagree;Agree;Agree;Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;
Surabaya;East Java;Female;28;Catholic;Java;Diploma;12;Government Employees;Upper Class;6;11:02;Monthly;11:01;26;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Agree;Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Agree;Neither agree nor disagree;Neither agree nor disagree;
Surabaya;East Java;Female;48;Catholic;Batak;Master and doctoral degree;26;Government Employees;Lower Class;6;3:07;Daily;3:06;57;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Agree;Agree;Agree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;
Surabaya;East Java;Female;36;Islam;Madura;Bachelor degree;21;Enterpreneur;Upper Class;6;10:06;Monthly;10:05;24;Strongly Agree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Strongly Agree;Strongly Agree;
Surabaya;East Java;Female;39;Islam;Madura;Bachelor degree;9;Enterpreneur;Upper Class;6;11:02;Monthly;11:01;27;Strongly Agree;Strongly Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;
Surabaya;East Java;Male;53;Islam;Madura;Bachelor degree;30;Enterpreneur;Lower Class;7;3:08;Daily;3:07;67;Disagree;Strongly Agree;Neither agree nor disagree;Agree;Neither agree nor disagree;Neither agree nor disagree;Agree;Agree;Agree;Strongly Agree;Neither agree nor disagree;Strongly Agree;Strongly Agree;
Surabaya;East Java;Male;57;Islam;Madura;Master and doctoral degree;22;Enterpreneur;Middle Class;6;6:02;Weekly;6:01;36;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;
Surabaya;East Java;Male;46;Islam;Java;Bachelor degree;27;Enterpreneur;Middle Class;6;5:08;Weekly;5:07;42;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Strongly Agree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;
Surabaya;East Java;Male;53;Islam;Java;Master and doctoral degree;32;Enterpreneur;Lower Class;6;3:01;Daily;3:00;73;Disagree;Disagree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Disagree;Strongly Agree;Disagree;Disagree;
Surabaya;East Java;Female;58;Catholic;Sunda;Bachelor degree;25;Independent Worker;Middle Class;6;3:04;Weekly;3:03;41;Neither agree nor disagree;Neither agree nor disagree;Agree;Strongly Agree;Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Neither agree nor disagree;Agree;Neither agree nor disagree;Neither agree nor disagree;
Surabaya;East Java;Female;62;Catholic;Batak;Master and doctoral degree;14;Independent Worker;Middle Class;6;5:06;Weekly;5:05;33;Neither agree nor disagree;Neither agree nor disagree;Agree;Strongly Agree;Agree;Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Agree;Neither agree nor disagree;Neither agree nor disagree;
Surabaya;East Java;Male;26;Catholic;Batak;Senior High School;26;Independent Worker;Upper Class;5;12:01;Monthly;12:00;19;Disagree;Disagree;Agree;Strongly Agree;Agree;Agree;Agree;Agree;Agree;Disagree;Agree;Disagree;Disagree;
Surabaya;East Java;Male;61;Islam;Madura;Bachelor degree;11;Independent Worker;Lower Class;6;2:09;Daily;2:08;69;Neither agree nor disagree;Neither agree nor disagree;Agree;Strongly Agree;Agree;Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Agree;Neither agree nor disagree;Neither agree nor disagree;
Surabaya;East Java;Female;25;Islam;Madura;Senior High School;25;Independent Worker;Upper Class;5;10:03;Monthly;10:02;23;Disagree;Disagree;Agree;Strongly Agree;Agree;Agree;Agree;Agree;Agree;Disagree;Agree;Disagree;Disagree;
Surabaya;East Java;Male;32;Islam;Madura;Senior High School;12;Independent Worker;Upper Class;5;14:02;Monthly;14:01;25;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;
Surabaya;East Java;Female;33;Islam;Madura;Bachelor degree;7;Private Employees;Lower Class;6;3:04;Daily;3:01;57;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Disagree;Strongly Agree;Strongly Agree;Disagree;Disagree;Disagree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;
Surabaya;East Java;Female;25;Islam;Java;Master and doctoral degree;25;Private Employees;Middle Class;6;6:07;Weekly;6:04;43;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Strongly Agree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;
Surabaya;East Java;Female;51;Islam;Madura;Bachelor degree;35;Private Employees;Middle Class;7;5:08;Weekly;5:05;38;Agree;Agree;Neither agree nor disagree;Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Agree;Agree;Neither agree nor disagree;Agree;Agree;
Surabaya;East Java;Female;32;Other;Other;Senior High School;32;Private Employees;Lower Class;5;2:03;Daily;2:00;61;Disagree;Disagree;Agree;Strongly Agree;Agree;Agree;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Disagree;Agree;Disagree;Disagree;
Surabaya;East Java;Female;42;Islam;Sunda;Diploma;22;Government Employees;Lower Class;6;4:09;Daily;4:06;58;Agree;Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Agree;Neither agree nor disagree;Agree;Agree;
Surabaya;East Java;Female;31;Islam;Madura;Diploma;31;Government Employees;Middle Class;6;5:09;Weekly;5:06;34;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Agree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;
Surabaya;East Java;Female;29;Islam;Minang;Bachelor degree;29;Enterpreneur;Upper Class;6;11:04;Monthly;11:01;26;Neither agree nor disagree;Neither agree nor disagree;Agree;Neither agree nor disagree;Agree;Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Agree;Neither agree nor disagree;Neither agree nor disagree;
Surabaya;East Java;Female;41;Hindu;Bali;Master and doctoral degree;21;Enterpreneur;Lower Class;6;3:00;Daily;2:07;57;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;
Surabaya;East Java;Female;63;Protestant;Java;Bachelor degree;13;Enterpreneur;Upper Class;6;15:07;Monthly;15:04;24;Agree;Neither agree nor disagree;Agree;Neither agree nor disagree;Agree;Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Agree;Neither agree nor disagree;Neither agree nor disagree;
Surabaya;East Java;Female;54;Catholic;Batak;Bachelor degree;24;Private Employees;Upper Class;7;13:02;Monthly;12:09;27;Agree;Neither agree nor disagree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Agree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;
Surabaya;East Java;Male;51;Catholic;Batak;Diploma;23;Private Employees;Lower Class;6;3:04;Daily;3:01;67;Disagree;Agree;Agree;Agree;Agree;Agree;Neither agree nor disagree;Neither agree nor disagree;Agree;Agree;Agree;Agree;Agree;
Surabaya;East Java;Male;24;Islam;Sunda;Bachelor degree;24;Private Employees;Middle Class;6;6:08;Weekly;6:05;36;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Agree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;
Surabaya;East Java;Male;61;Islam;Minang;Master and doctoral degree;41;Private Employees;Middle Class;6;4:08;Weekly;4:04;42;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;
Surabaya;East Java;Male;32;Islam;Madura;Bachelor degree;32;Private Employees;Lower Class;6;2:09;Daily;2:05;73;Disagree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Strongly Agree;Agree;Agree;
Surabaya;East Java;Female;42;Islam;Madura;Diploma;12;Private Employees;Middle Class;6;3:05;Weekly;3:01;41;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Neither agree nor disagree;Agree;Neither agree nor disagree;Neither agree nor disagree;
Surabaya;East Java;Male;50;Islam;Madura;Senior High School;31;Private Employees;Middle Class;5;5:07;Weekly;5:03;33;Neither agree nor disagree;Neither agree nor disagree;Agree;Neither agree nor disagree;Agree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;
Surabaya;East Java;Male;56;Protestant;Batak;Diploma;24;Teacher?/Lecturer;Upper Class;6;11:03;Monthly;10:09;19;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Agree;Neither agree nor disagree;Agree;Agree;Agree;Agree;Neither agree nor disagree;Agree;Neither agree nor disagree;Neither agree nor disagree;
Surabaya;East Java;Male;26;Protestant;Batak;Senior High School;26;Teacher?/Lecturer;Lower Class;5;2:07;Daily;2:03;69;Neither agree nor disagree;Neither agree nor disagree;Agree;Neither agree nor disagree;Agree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;
Surabaya;East Java;Female;32;Protestant;Other;Senior High School;32;Government Employees;Upper Class;5;10:01;Monthly;9:07;23;Neither agree nor disagree;Disagree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Agree;Agree;Agree;Disagree;Strongly Agree;Disagree;Disagree;
Surabaya;East Java;Female;40;Islam;Minang;Diploma;40;Government Employees;Upper Class;6;12:05;Monthly;12:01;25;Agree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;
Surabaya;East Java;Female;33;Islam;Madura;Bachelor degree;33;Government Employees;Lower Class;6;3:02;Daily;2:09;58;Neither agree nor disagree;Strongly Agree;Strongly Agree;Disagree;Strongly Agree;Agree;Disagree;Disagree;Disagree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;
Surabaya;East Java;Female;26;Islam;Madura;Diploma;26;Government Employees;Middle Class;6;6:02;Weekly;5:09;44;Agree;Agree;Agree;Neither agree nor disagree;Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Agree;Neither agree nor disagree;Agree;Agree;
Makasar;South Sulawesi;Female;42;Islam;Java;Master and doctoral degree;12;Government Employees;Middle Class;6;6:04;Weekly;6:01;35;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Agree;Strongly Agree;Agree;Agree;Agree;Agree;Neither agree nor disagree;Agree;Neither agree nor disagree;Neither agree nor disagree;
Makasar;South Sulawesi;Male;31;Islam;Java;Bachelor degree;31;Police Officer?/Army;Lower Class;6;3:07;Daily;3:04;59;Disagree;Disagree;Strongly Agree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Disagree;Neither agree nor disagree;Disagree;Disagree;
Makasar;South Sulawesi;Male;27;Islam;Java;Bachelor degree;27;Police Officer?/Army;Lower Class;7;5:09;Daily;5:06;65;Disagree;Neither agree nor disagree;Strongly Agree;Agree;Strongly Agree;Disagree;Agree;Agree;Agree;Neither agree nor disagree;Disagree;Neither agree nor disagree;Neither agree nor disagree;
Makasar;South Sulawesi;Male;52;Islam;Java;Diploma;32;Private Employees;Middle Class;6;6:07;Weekly;6:04;41;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Strongly Agree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;
Makasar;South Sulawesi;Male;63;Islam;Minang;Primary School;63;Private Employees;Upper Class;6;10:09;Monthly;10:06;26;Neither agree nor disagree;Neither agree nor disagree;Agree;Strongly Agree;Agree;Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Agree;Neither agree nor disagree;Neither agree nor disagree;
Makasar;South Sulawesi;Male;55;Islam;Minang;Master and doctoral degree;35;Government Employees;Lower Class;6;3:09;Daily;3:05;76;Neither agree nor disagree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Agree;Agree;Agree;Strongly Agree;Agree;Agree;
Makasar;South Sulawesi;Female;49;Islam;Madura;Primary School;19;Police Officer?/Army;Upper Class;6;9:08;Monthly;9:04;22;Disagree;Disagree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Disagree;Neither agree nor disagree;Disagree;Disagree;
Makasar;South Sulawesi;Male;54;Islam;Java;Master and doctoral degree;24;Private Employees;Upper Class;6;9:06;Monthly;9:02;18;Agree;Agree;Agree;Strongly Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;
Makasar;South Sulawesi;Male;61;Islam;Java;Senior High School;21;Private Employees;Lower Class;5;3:06;Daily;3:02;57;Disagree;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;
Makasar;South Sulawesi;Male;27;Protestant;Java;Diploma;27;Private Employees;Middle Class;6;5:07;Weekly;5:03;43;Neither agree nor disagree;Neither agree nor disagree;Agree;Strongly Agree;Agree;Agree;Agree;Agree;Agree;Neither agree nor disagree;Agree;Neither agree nor disagree;Neither agree nor disagree;
